Player Name,Team,Price,pid,isbatsman,isbowler,iswicketkeeper,isoversea,isCap,role,base,Chennai Super Kings purse,Delhi Capitals purse,Gujrat Titans purse,Kolkata Knight Riders purse,Lucknow Super Giants purse,Mumbai Indians purse,Punjab Kings purse,Rajastan Royals purse,Royal Challengers Banglore purse,Sunrisers Hyderabad purse,Chennai Super Kings ba,Delhi Capitals ba,Gujrat Titans ba,Kolkata Knight Riders ba,Lucknow Super Giants ba,Mumbai Indians ba,Punjab Kings ba,Rajastan Royals ba,Royal Challengers Banglore ba,Sunrisers Hyderabad ba,Chennai Super Kings bo,Delhi Capitals bo,Gujrat Titans bo,Kolkata Knight Riders bo,Lucknow Super Giants bo,Mumbai Indians bo,Punjab Kings bo,Rajastan Royals bo,Royal Challengers Banglore bo,Sunrisers Hyderabad bo,Chennai Super Kings ar,Delhi Capitals ar,Gujrat Titans ar,Kolkata Knight Riders ar,Lucknow Super Giants ar,Mumbai Indians ar,Punjab Kings ar,Rajastan Royals ar,Royal Challengers Banglore ar,Sunrisers Hyderabad ar,Chennai Super Kings wk,Delhi Capitals wk,Gujrat Titans wk,Kolkata Knight Riders wk,Lucknow Super Giants wk,Mumbai Indians wk,Punjab Kings wk,Rajastan Royals wk,Royal Challengers Banglore wk,Sunrisers Hyderabad wk,Chennai Super Kings os,Delhi Capitals os,Gujrat Titans os,Kolkata Knight Riders os,Lucknow Super Giants os,Mumbai Indians os,Punjab Kings os,Rajastan Royals os,Royal Challengers Banglore os,Sunrisers Hyderabad os,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,fair
Samarth Vyas,Sunrisers Hyderabad,0.2,2631,1,1,0,0,0,ar,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,9.200000000000001,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,21.416666666666668,12,140.43715846994536,25.7,0.0,0,0.0,0.0,0.0,39.354470588235294,0.0,0.0,0.0,0.36891497975708526
Saurabh Kumar,Unsold,0.0,2170,1,1,0,0,0,ar,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,9.000000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,10.818181818181818,11,141.66666666666669,14.875,0.75,24,7.074235807860262,30.0,25.444444444444443,0.0,79.45633333333333,25.5,33.0,1.0816500000000007
Corbin Bosch,Unsold,0.0,1012,1,1,0,1,0,ar,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,9.000000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,7.2,5,105.88235294117648,9.0,0.7,10,8.305555555555555,42.714285714285715,30.857142857142858,45.16600000000001,60.08144444444445,14.848164375283275,20.741051119358314,0.6765000000000007
Sanvir Singh,Sunrisers Hyderabad,0.2,2182,1,1,0,0,0,ar,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,9.000000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3765245563994828
Abhimanyu Easwaran,Unsold,0.0,2128,1,0,0,0,0,ba,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,21.5,20,116.53116531165311,25.294117647058822,0.0,0,0.0,0.0,0.0,63.91746551724138,34.332,0.0,0.0,0.408
Nishant Sindhu,Chennai Super Kings,0.6,-1,1,1,0,0,0,ar,0.2,3.499999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3765245563994828
Shashank Singh,Unsold,0.0,157,1,1,0,0,0,ar,0.2,2.899999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,9.23076923076923,13,107.14285714285714,10.0,0.625,8,9.1,36.4,24.0,0.0,0.0,0.0,0.0,0.23049999999999973
Sumit Kumar,Unsold,0.0,2538,1,0,1,0,0,wk,0.2,2.899999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,19.0,4,101.33333333333334,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2614999999999997
N Jagadeesan,Kolkata Knight Riders,0.9,43,1,0,1,0,0,wk,0.2,2.899999999999999,12.35,16.75,5.05,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,30.62857142857143,35,130.89133089133088,46.608695652173914,0.0,0,0.0,0.0,0.0,192.17617647058825,166.23658064516133,0.0,0.0,1.9524999999999995
KS Bharat,Gujarat Titans,1.2,2159,1,0,1,0,1,wk,0.2,2.899999999999999,12.35,16.75,4.1499999999999995,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,19.894736842105264,19,125.5813953488372,23.625,0.0,0,0.0,0.0,0.0,70.08184210526315,0.0,0.0,0.0,0.3089999999999996
Upendra Singh Rawat,Sunrisers Hyderabad,0.25,2225,1,0,1,0,0,wk,0.2,2.899999999999999,12.35,15.55,4.1499999999999995,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.800000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,22.928571428571427,14,122.05323193916351,26.75,0.0,0,0.0,0.0,0.0,57.944086956521744,38.402,0.0,0.0,0.44800000000000023
Mohammad Azharuddeen,Unsold,0.0,2421,1,0,1,0,0,wk,0.2,2.899999999999999,12.35,15.55,4.1499999999999995,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,23.642857142857142,14,170.6185567010309,25.46153846153846,0.0,0,0.0,0.0,0.0,155.0475,90.74766666666667,0.0,0.0,0.6135000000000012
Vaibhav Arora,Kolkata Knight Riders,0.6,2829,0,1,0,0,0,bo,0.2,2.899999999999999,12.35,15.55,4.1499999999999995,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,2,0.0,0.0,2.0,5,6.803571428571429,12.7,11.2,0.0,0.0,4.465723612622416,0.0,0.21691865079365055
Yash Thakur,Lucknow Supergiants,0.45,2472,0,1,0,0,0,bo,0.2,2.899999999999999,12.35,15.55,3.5499999999999994,6.850000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,6.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,2.4,10,60.0,12.0,1.4210526315789473,19,6.591549295774648,14.444444444444445,13.148148148148149,0.0,35.902,9.36129418813661,5.8235294117647065,0.23799999999999966
KM Asif,Rajasthan Royals,0.3,4,0,1,0,0,0,bo,0.2,2.899999999999999,12.35,15.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.949999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,9.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.3333333333333333,3,33.33333333333333,1.0,1.1333333333333333,15,8.0,22.11764705882353,16.58823529411765,0.0,0.0,10.033277870216306,15.26565394590589,0.20299999999999963
Mujtaba Yousuf,Unsold,0.0,2253,0,1,0,0,0,bo,0.2,2.899999999999999,12.35,15.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,1,0.0,0.0,0.7777777777777778,9,7.483870967741936,33.142857142857146,26.571428571428573,0.0,0.0,0.0,0.0,0.2518651785714284
Lance Morris,Unsold,0.0,825,0,1,0,1,0,bo,0.3,2.899999999999999,12.35,15.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,2.0,1,33.33333333333333,2.0,0.14285714285714285,7,12.0,156.0,78.0,0.0,11.749333333333334,27.000000000000004,17.817655571635314,2.7413333333333325
Shivam Mavi,Gujarat Titans,6.0,80,1,1,0,0,0,ar,0.4,2.899999999999999,12.35,15.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,3.0,8,70.58823529411765,4.0,0.7,20,9.015625,41.214285714285715,27.428571428571427,0.0,38.70055172413794,17.38753633236447,15.220335280947962,5.3050000000000015
Mukesh Kumar,Delhi Capitals,5.5,2136,0,1,0,0,1,bo,0.2,2.899999999999999,12.35,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,2.8,10,103.7037037037037,9.333333333333334,0.9444444444444444,18,6.535980148883374,25.823529411764707,23.705882352941178,0.0,49.053,14.541087231352718,11.080779944289693,0.2428166666666664
Chintan Gandhi,Unsold,0.0,2800,0,1,0,0,0,bo,0.2,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,0,0.0,0.0,0.6666666666666666,3,6.25,25.0,24.0,0.0,0.0,0.0,0.0,0.2827593073593071
Murugan Ashwin,Rajasthan Royals,0.2,189,0,1,0,0,0,bo,0.2,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.6499999999999995,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,10.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,9.833333333333334,24,101.72413793103448,18.153846153846153,0.95,60,7.163461538461538,26.140350877192983,21.894736842105264,17.106,103.81920987654321,30.6,10.4,1.5200833333333312
Shreyas Gopal,Unsold,0.0,196,0,1,0,0,0,bo,0.2,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,10.413793103448276,29,116.60231660231659,13.727272727272727,1.2285714285714286,70,7.175792507204612,19.302325581395348,16.13953488372093,36.45533333333333,105.88688349514564,11.136690647482014,11.77570093457944,1.11
S Midhun,Unsold,0.0,156,0,1,0,0,0,bo,0.2,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,3.2857142857142856,7,104.54545454545455,5.75,0.875,16,7.0828402366863905,28.5,24.142857142857142,0.0,0.0,0.0,21.0,0.2950666666666665
Himanshu Sharma,Royal Challengers Bangalore,0.2,-1,0,1,0,0,0,bo,0.2,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.85,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,8.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36507809690309684
Paul Stirling,Unsold,0.0,331,1,1,0,1,1,ar,0.5,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.6499999999999995,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,24.40740740740741,54,145.15418502202644,24.867924528301888,0.5833333333333334,24,8.675958188153311,29.642857142857142,20.5,595.9658566899176,63.434000000000005,16.957340562134398,15.739910313901344,2.690791666666667
Manish Pandey,Delhi Capitals,2.4,62,1,0,0,0,1,ba,1.0,2.899999999999999,6.85,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.6499999999999995,8.550000000000002,6.0,7.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,27.69047619047619,84,138.61740166865314,43.074074074074076,0.0,0,0.0,0.0,0.0,247.33255772357722,318.31185714285715,0.0,0.0,4.120833333333338
Rassie van der Dussen,Unsold,0.0,402,1,0,0,1,1,ba,1.0,2.899999999999999,4.449999999999999,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.6499999999999995,8.550000000000002,6.0,8.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,32.26470588235294,68,134.84941610325754,43.01960784313726,0.0,0,0.0,0.0,0.0,264.74891734052113,360.39657309941526,0.0,0.0,1.9554999999999998
Sherfane Rutherford,Unsold,0.0,125,1,1,0,1,1,ar,1.0,2.899999999999999,4.449999999999999,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.6499999999999995,8.550000000000002,6.0,8.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,15.533333333333333,45,133.3969465648855,17.923076923076923,0.5714285714285714,21,7.986062717770034,31.833333333333332,23.916666666666668,136.14710714285715,209.67128260869566,12.14723926380368,12.112304387849031,2.2453333333333334
Will Jacks,Royal Challengers Bangalore,3.2,854,1,1,0,1,1,ar,1.5,2.899999999999999,4.449999999999999,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,6.6499999999999995,8.550000000000002,6.0,8.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,20.0,38,144.76190476190476,21.714285714285715,0.8235294117647058,17,7.220338983050847,20.285714285714285,16.857142857142858,274.26548825647177,111.11902127659575,10.585679806918744,36.0,5.231696428571427
Travis Head,Unsold,0.0,378,1,1,0,1,1,ar,2.0,2.899999999999999,4.449999999999999,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,8.0,29.34285714285714,35,127.7363184079602,34.233333333333334,0.5555555555555556,18,8.558823529411764,29.1,20.4,236.1785,105.35373033707867,17.138600451467266,24.0,6.03
Mandeep Singh,Kolkata Knight Riders,0.5,162,1,0,0,0,0,ba,0.5,2.899999999999999,4.449999999999999,9.55,3.5499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,8.0,23.98181818181818,55,139.57671957671957,35.648648648648646,0.2222222222222222,9,9.153846153846153,59.5,39.0,89.07808695652176,232.18996226415095,0.0,0.0,2.0889999999999986
Dawid Malan,Unsold,0.0,385,1,1,0,1,1,ar,1.0,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,8.0,27.5125,80,128.33819241982508,30.15068493150685,0.16666666666666666,12,8.352,87.0,62.5,480.9660193965517,212.8783409090909,0.0,8.808510638297872,2.2418333333333336
Romaria Shepherd,Lucknow Supergiants,0.5,543,1,1,0,1,1,ar,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,6.400000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,8.0,9.88888888888889,9,158.92857142857142,17.8,1.1904761904761905,21,8.235,21.96,16.0,0.0,99.63285714285715,11.266917293233083,10.026941362916006,1.678583333333333
