Player Name,Team,Price,pid,isbatsman,isbowler,iswicketkeeper,isoversea,isCap,role,base,Chennai Super Kings purse,Delhi Capitals purse,Gujrat Titans purse,Kolkata Knight Riders purse,Lucknow Super Giants purse,Mumbai Indians purse,Punjab Kings purse,Rajastan Royals purse,Royal Challengers Banglore purse,Sunrisers Hyderabad purse,Chennai Super Kings ba,Delhi Capitals ba,Gujrat Titans ba,Kolkata Knight Riders ba,Lucknow Super Giants ba,Mumbai Indians ba,Punjab Kings ba,Rajastan Royals ba,Royal Challengers Banglore ba,Sunrisers Hyderabad ba,Chennai Super Kings bo,Delhi Capitals bo,Gujrat Titans bo,Kolkata Knight Riders bo,Lucknow Super Giants bo,Mumbai Indians bo,Punjab Kings bo,Rajastan Royals bo,Royal Challengers Banglore bo,Sunrisers Hyderabad bo,Chennai Super Kings ar,Delhi Capitals ar,Gujrat Titans ar,Kolkata Knight Riders ar,Lucknow Super Giants ar,Mumbai Indians ar,Punjab Kings ar,Rajastan Royals ar,Royal Challengers Banglore ar,Sunrisers Hyderabad ar,Chennai Super Kings wk,Delhi Capitals wk,Gujrat Titans wk,Kolkata Knight Riders wk,Lucknow Super Giants wk,Mumbai Indians wk,Punjab Kings wk,Rajastan Royals wk,Royal Challengers Banglore wk,Sunrisers Hyderabad wk,Chennai Super Kings os,Delhi Capitals os,Gujrat Titans os,Kolkata Knight Riders os,Lucknow Super Giants os,Mumbai Indians os,Punjab Kings os,Rajastan Royals os,Royal Challengers Banglore os,Sunrisers Hyderabad os,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,fair
Daryl Mitchell,Unsold,0.0,500,1,1,0,1,1,ar,0.75,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.900000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,6.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,18.933333333333334,30,134.59715639810426,28.4,0.9032258064516129,31,8.498886414253898,22.714285714285715,16.035714285714285,45.09623529411765,133.66386046511627,15.230769230769232,10.295670538542767,1.0905000000000005
Daniel Sams,Lucknow Supergiants,0.75,208,1,1,0,1,1,ar,1.0,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.900000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,6.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,10.688888888888888,45,145.31722054380666,14.147058823529411,1.3148148148148149,54,8.427906976744186,21.267605633802816,15.140845070422536,47.61155555555556,205.44123762376242,13.843863393810032,11.401830452834501,2.6518333333333315
Mohammad Nabi,Unsold,0.0,75,1,1,0,1,1,ar,1.0,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,19.42718446601942,103,136.96098562628336,24.10843373493976,0.7913043478260869,115,6.9688929551692596,27.9010989010989,24.021978021978022,138.24142105263155,455.8076989247312,12.847058823529412,11.623766866991721,4.181374999999999
Wayne Parnell,Unsold,0.0,1041,0,1,0,1,1,bo,0.75,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,13.26923076923077,26,130.18867924528303,18.157894736842106,1.0588235294117647,34,8.466257668711657,25.555555555555557,18.11111111111111,72.93634117647059,122.68809756097562,15.731956740319298,10.54096466151694,1.5650000000000006
Jimmy Neesham,Unsold,0.0,211,1,1,0,1,1,ar,2.0,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,17.341463414634145,41,140.79207920792078,24.517241379310345,1.125,48,9.696055684454755,25.796296296296298,15.962962962962964,77.667,186.4536560509554,17.916300156937208,10.644217789110545,3.4219999999999997
Dasun Shanaka,Unsold,0.0,517,1,1,0,1,1,ar,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,23.340425531914892,47,150.6868131868132,30.47222222222222,0.5555555555555556,27,9.23835616438356,37.46666666666667,24.333333333333332,87.97591489361702,313.224,28.235294117647058,14.315302634224814,2.938499999999999
Riley Mredith,Unsold,0.0,388,0,1,0,1,1,bo,1.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,1.5,6,69.23076923076923,1.8,1.2647058823529411,34,8.063492063492063,23.627906976744185,17.58139534883721,0.0,25.736666666666668,13.947905551809688,12.108604305384961,7.111166666666667
Sandeep Sharma,Unsold,0.0,71,0,1,0,0,0,bo,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,2.3125,16,78.72340425531915,7.4,1.0338983050847457,59,7.467987804878049,26.770491803278688,21.508196721311474,0.0,37.73,14.60984692558803,10.425843740324078,0.7460000000000001
Taskin Ahmed,Unsold,0.0,444,0,1,0,1,1,bo,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,3.9473684210526314,19,98.68421052631578,6.818181818181818,1.3170731707317074,41,8.97497020262217,23.24074074074074,15.537037037037036,0.0,80.91127272727275,14.917831701649462,13.309226212751396,2.2114833333333332
Dushmantha Chameera,Unsold,0.0,286,0,1,0,1,1,bo,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.4,5,94.87179487179486,9.25,1.0,13,9.03202846975089,32.53846153846154,21.615384615384617,0.0,49.4223870967742,14.910178037570835,16.443851742849258,1.5275000000000007
Blessing Muzarabani,Unsold,0.0,344,0,1,0,1,1,bo,0.5,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,2.5,6,62.5,7.5,1.2727272727272727,11,8.510460251046025,24.214285714285715,17.071428571428573,0.0,36.76782608695652,16.45112306232205,14.10191082802548,2.2605833333333334
Kyle Jamieson,Chennai Super Kings,1.0,640,1,1,0,1,1,ar,2.0,2.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,12.571428571428571,14,143.08943089430895,25.142857142857142,1.5161290322580645,31,7.852941176470589,18.93617021276596,14.46808510638298,0.0,126.7337752808989,11.591075220160814,10.050509424931052,9.966000000000001
Piyush Chawla,Mumbai Indians,0.5,92,0,1,0,0,1,bo,1.0,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.5500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,8.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.448275862068966,29,137.68844221105527,13.047619047619047,1.1016949152542372,59,7.585365853658536,23.923076923076923,18.923076923076923,0.0,62.61741666666668,15.916490002204773,13.377955493741307,2.4826666666666695
Amit Mishra,Lucknow Supergiants,0.5,147,0,1,0,1,1,bo,0.5,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,5.150000000000001,1.0500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,7.0,9.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,5.25,16,120.0,12.0,0.9361702127659575,47,7.439024390243902,27.727272727272727,22.363636363636363,0.0,49.865130434782614,48.0,13.569844789356985,3.1639999999999997
Harpreet Bhatia,Punjab Kings,0.4,1936,1,0,0,0,0,ba,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,1.0500000000000007,13.200000000000003,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,9.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,37.21739130434783,23,138.06451612903226,42.8,0.0,2,8.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.29949999999999966
Will Smeed,Unsold,0.0,1458,1,0,0,1,0,ba,0.4,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,1.0500000000000007,12.800000000000002,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,9.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,18.8,5,117.5,18.8,0.0,0,0.0,0.0,0.0,27.804,86.56463636363637,0.0,0.0,3.4114999999999993
Manoj Bhandage,Royal Challengers Bangalore,0.2,2236,1,1,0,0,0,ar,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,1.0500000000000007,12.800000000000002,4.449999999999999,3.4499999999999993,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,9.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,17.0,7,126.59574468085107,17.0,0.9285714285714286,14,8.324324324324325,23.692307692307693,17.076923076923077,44.12075,97.47215151515152,16.972244250594766,12.090435735818032,0.3575
Mayank Dagar,Sunrisers Hyderabad,1.8,260,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,1.0500000000000007,12.800000000000002,4.449999999999999,3.249999999999999,8.550000000000002,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,9.0,6.0,11.0,9.0,9.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,3.375,8,50.943396226415096,3.857142857142857,0.9047619047619048,21,5.769751693002258,22.42105263157895,23.31578947368421,0.0,16.708,0.0,42.0,0.8371458333333335
Duan Jansen,Mumbai Indians,0.2,-1,0,1,0,1,0,bo,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,1.0500000000000007,12.800000000000002,4.449999999999999,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,9.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9769463924963924
Prerak Mankad,Lucknow Supergiants,0.2,1978,1,1,0,0,0,ar,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.650000000000001,0.8500000000000008,12.800000000000002,4.449999999999999,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,7.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,20.944444444444443,18,142.8030303030303,31.416666666666668,1.0,15,8.394736842105264,21.266666666666666,15.2,58.852666666666664,81.568,0.0,0.0,0.3950000000000003
Jagadeesha Suchith,Unsold,0.0,7,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.450000000000001,0.8500000000000008,12.800000000000002,4.449999999999999,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,10.166666666666666,18,121.19205298013244,16.636363636363637,0.9444444444444444,36,6.860655737704918,24.61764705882353,21.529411764705884,23.378666666666668,13.916,12.891352549889135,12.436363636363637,0.2798666666666666
Donovan Ferreira,Rajasthan Royals,0.5,-1,1,0,1,0,0,wk,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.450000000000001,0.8500000000000008,12.800000000000002,4.449999999999999,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3343178629355679
Baba Indrajith,Unsold,0.0,2332,1,0,1,0,0,wk,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.450000000000001,0.8500000000000008,12.800000000000002,3.9499999999999993,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,20.625,8,101.85185185185186,23.571428571428573,0.0,0,0.0,0.0,0.0,32.58466666666667,87.42800000000001,0.0,0.0,0.5700000000000004
Urvil Patel,Gujarat Titans,0.2,1887,1,0,1,0,0,wk,0.2,1.899999999999999,4.449999999999999,9.55,3.0499999999999994,4.450000000000001,0.8500000000000008,12.800000000000002,3.9499999999999993,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,18.142857142857142,21,136.55913978494624,18.142857142857142,0.0,0,0.0,0.0,0.0,53.816529411764705,0.0,0.0,0.0,0.2744999999999997
Vishnu Vinod,Mumbai Indians,0.2,2096,1,0,1,0,0,wk,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.8500000000000008,12.800000000000002,3.9499999999999993,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,27.105263157894736,19,134.11458333333331,32.1875,0.0,2,7.578947368421052,0.0,0.0,0.0,63.168727272727274,0.0,0.0,0.39500000000000024
Vidwath Kaverappa,Punjab Kings,0.2,3808,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.800000000000002,3.9499999999999993,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,6.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36507809690309684
Rajan Kumar,Royal Challengers Bangalore,0.7,-1,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,3.249999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,9.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36507809690309684
Akash Singh,Unsold,0.0,235,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,2.549999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,10.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,1.0,2,7.833333333333334,23.5,18.0,0.0,0.0,39.0,0.0,0.6435500000000013
Paul van Meekeren,Unsold,0.0,1234,0,1,0,1,1,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,2.549999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,10.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,1.0,1,100.0,1.0,0.6666666666666666,6,10.894736842105264,51.75,28.5,0.0,0.0,42.0,0.0,1.0238666666666676
Tejas Baroka,Unsold,0.0,2177,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,2.549999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,10.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28385257936507896
Yuvraj Chudasama,Unsold,0.0,1972,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,2.549999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,10.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3,75.0,9.0,0.8,5,7.384615384615385,28.0,22.75,0.0,0.0,0.0,0.0,0.2353041666666665
Suyash Sharma,Kolkata Knight Riders,0.2,-1,0,1,0,0,0,bo,0.2,1.899999999999999,4.449999999999999,9.350000000000001,3.0499999999999994,4.450000000000001,0.6500000000000008,12.600000000000003,3.9499999999999993,2.549999999999999,6.750000000000003,6.0,8.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,8.0,7.0,8.0,10.0,7.0,11.0,10.0,10.0,8.0,4.0,6.0,5.0,8.0,3.0,5.0,2.0,6.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36507809690309684
