Player Name,Team,Price,pid,role,isoversea,isCap,isbatsman,isbowler,iswicketkeeper,base,Chennai Super Kings purse,Delhi Capitals purse,Gujrat Titans purse,Kolkata Knight Riders purse,Lucknow Super Giants purse,Mumbai Indians purse,Punjab Kings purse,Rajastan Royals purse,Royal Challengers Banglore purse,Sunrisers Hyderabad purse,Chennai Super Kings ba,Delhi Capitals ba,Gujrat Titans ba,Kolkata Knight Riders ba,Lucknow Super Giants ba,Mumbai Indians ba,Punjab Kings ba,Rajastan Royals ba,Royal Challengers Banglore ba,Sunrisers Hyderabad ba,Chennai Super Kings bo,Delhi Capitals bo,Gujrat Titans bo,Kolkata Knight Riders bo,Lucknow Super Giants bo,Mumbai Indians bo,Punjab Kings bo,Rajastan Royals bo,Royal Challengers Banglore bo,Sunrisers Hyderabad bo,Chennai Super Kings ar,Delhi Capitals ar,Gujrat Titans ar,Kolkata Knight Riders ar,Lucknow Super Giants ar,Mumbai Indians ar,Punjab Kings ar,Rajastan Royals ar,Royal Challengers Banglore ar,Sunrisers Hyderabad ar,Chennai Super Kings wk,Delhi Capitals wk,Gujrat Titans wk,Kolkata Knight Riders wk,Lucknow Super Giants wk,Mumbai Indians wk,Punjab Kings wk,Rajastan Royals wk,Royal Challengers Banglore wk,Sunrisers Hyderabad wk,Chennai Super Kings os,Delhi Capitals os,Gujrat Titans os,Kolkata Knight Riders os,Lucknow Super Giants os,Mumbai Indians os,Punjab Kings os,Rajastan Royals os,Royal Challengers Banglore os,Sunrisers Hyderabad os,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,fair
Ambati Rayudu,Chennai Super Kings,6.75,27,wk,0,1,1,0,1,2.0,41.6,34.75,38.35,19.5,25.699999999999996,48.0,54.5,32.75,28.5,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,27.71875,64,126.89556509298998,34.78431372549019,0.0,0,0.0,0.0,0.0,227.51135985130114,192.10016279069768,0.0,0.0,8.3975
Ishan Kishan,Mumbai Indians,15.25,137,wk,0,1,1,0,1,2.0,34.85,34.75,38.35,19.5,25.699999999999996,48.0,54.5,32.75,28.5,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,30.821428571428573,56,141.82415776499587,34.52,0.0,0,0.0,0.0,0.0,247.81544071588365,135.6380740740741,0.0,0.0,11.068499999999998
Jonny Bairstow,Punjab Kings,6.75,54,wk,1,1,1,0,1,1.5,34.85,34.75,38.35,19.5,25.699999999999996,32.75,54.5,32.75,28.5,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,33.47727272727273,44,148.6377396569122,38.76315789473684,0.0,0,0.0,0.0,0.0,418.60770101010104,148.67146511627905,0.0,0.0,5.876499999999998
Dinesh Karthik,Royal Challengers Bangalore,5.5,97,wk,0,1,1,0,1,2.0,34.85,34.75,38.35,19.5,25.699999999999996,32.75,47.75,32.75,28.5,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,23.350649350649352,77,143.03898170246617,33.924528301886795,0.0,0,0.0,0.0,0.0,57.176903225806456,397.78214662756596,0.0,0.0,8.5435
Wriddhiman Saha,Gujarat Titans,1.0,68,wk,0,1,1,0,1,1.0,34.85,34.75,38.35,19.5,25.699999999999996,32.75,47.75,32.75,23.0,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,25.03448275862069,29,143.19526627218934,27.923076923076923,0.0,0,0.0,0.0,0.0,211.62125,67.461,0.0,0.0,2.1180000000000025
Sam Billings,Kolkata Knight Riders,2.0,20,wk,1,1,1,0,1,2.0,34.85,34.75,37.35,19.5,25.699999999999996,32.75,47.75,32.75,23.0,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,21.847457627118644,59,138.453276047261,26.854166666666668,0.0,0,0.0,0.0,0.0,71.93790704225353,278.31019148936167,0.0,0.0,4.428
Nicholas Pooran,Sunrisers Hyderabad,10.75,198,wk,1,1,1,0,1,1.5,34.85,34.75,37.35,17.5,25.699999999999996,32.75,47.75,32.75,23.0,59.25,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,24.214285714285715,98,145.85125998770744,30.037974683544302,0.0,0,0.0,0.0,0.0,161.36561904761905,509.09104545454545,0.0,0.0,8.778
T Natarajan,Sunrisers Hyderabad,4.0,59,bo,0,1,0,1,0,1.0,34.85,34.75,37.35,17.5,25.699999999999996,32.75,47.75,32.75,23.0,48.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,2.8333333333333335,6,94.44444444444444,17.0,1.2666666666666666,45,6.779761904761905,19.982456140350877,17.68421052631579,0.0,38.897444444444446,11.711912368781379,11.329237224636595,4.420749999999999
Deepak Chahar,Chennai Super Kings,14.0,2,bo,0,1,0,1,0,2.0,34.85,34.75,37.35,17.5,25.699999999999996,32.75,47.75,32.75,23.0,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,6.766666666666667,30,122.28915662650604,12.6875,1.2435897435897436,78,7.192982456140351,21.1340206185567,17.628865979381445,66.62100000000001,49.452625000000005,13.674795060703538,10.158146518947742,11.5035
Umesh Yadav,Kolkata Knight Riders,2.0,37,bo,0,1,0,1,0,2.0,20.85,34.75,37.35,17.5,25.699999999999996,32.75,47.75,32.75,23.0,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,3.9411764705882355,17,115.51724137931035,6.090909090909091,1.054054054054054,37,8.809644670050762,29.666666666666668,20.205128205128204,0.0,74.87856862745099,12.954305270667977,17.071534628292483,2.9665
Prasidh Krishna,Rajasthan Royals,10.0,81,bo,0,1,0,1,0,1.0,20.85,34.75,37.35,15.5,25.699999999999996,32.75,47.75,32.75,23.0,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,0.5,8,23.52941176470588,1.3333333333333333,0.8666666666666667,45,8.127615062761507,33.205128205128204,24.512820512820515,0.0,9.479058823529412,16.215739989918692,12.696240952603317,3.2416666666666667
Lockie Ferguson,Gujarat Titans,10.0,96,bo,1,1,0,1,0,2.0,20.85,34.75,37.35,15.5,25.699999999999996,32.75,47.75,22.75,23.0,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,7.0,7,132.43243243243242,24.5,1.3428571428571427,35,7.360509554140127,20.48936170212766,16.70212765957447,0.0,70.19629729729729,11.071185464715741,15.840938722294656,9.722000000000001
Josh Hazlewood,Royal Challengers Bangalore,7.75,202,bo,1,1,0,1,0,2.0,20.85,34.75,27.35,15.5,25.699999999999996,32.75,47.75,22.75,23.0,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,12.0,1,400.0,12.0,0.7,10,6.611111111111111,34.0,30.857142857142858,0.0,136.714,13.167240922342963,24.42857142857143,7.5435
Mark Wood,Lucknow Super Giants,7.5,249,bo,1,1,0,1,0,2.0,20.85,34.75,27.35,15.5,25.699999999999996,32.75,47.75,22.75,15.25,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,5.428571428571429,7,100.0,12.666666666666666,1.2666666666666666,15,8.770642201834862,25.157894736842106,17.210526315789473,0.0,64.2845,15.916955017301037,14.320441988950277,7.593
Bhuvneshwar Kumar,Sunrisers Hyderabad,4.2,66,bo,0,1,0,1,0,2.0,20.85,34.75,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,44.5,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.6315789473684212,19,75.82417582417582,8.625,0.8709677419354839,62,7.28757225433526,31.12962962962963,25.62962962962963,0.0,46.62133333333334,12.522470518942162,14.272583699762121,5.409000000000001
Shardul Thakur,Delhi Capitals,10.75,40,bo,0,1,0,1,0,2.0,20.85,34.75,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,7.2105263157894735,19,115.12605042016806,12.454545454545455,1.2063492063492063,63,8.692595362752431,25.486842105263158,17.592105263157894,0.0,112.62427272727273,17.64745610085547,11.72109368615094,8.8305
Mustafizur Rahman,Delhi Capitals,2.0,248,bo,1,1,0,1,0,2.0,20.85,24.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.5,30,87.5,8.076923076923077,1.3285714285714285,70,7.625405055087493,21.086021505376344,16.591397849462364,0.0,82.872,13.559882859324974,9.745002562788313,4.6775
Adil Rashid,Unsold,0.0,381,bo,1,1,0,1,0,2.0,20.85,22.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,2.8181818181818183,11,79.48717948717949,5.166666666666667,1.1818181818181819,33,7.096774193548388,22.564102564102566,19.076923076923077,0.0,40.90335135135135,12.857142857142856,13.307299755935212,4.912999999999999
Mujeeb Ur Rahman,Unsold,0.0,193,bo,1,1,0,1,0,2.0,20.85,22.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,4.266666666666667,30,108.47457627118644,9.142857142857142,1.0810810810810811,111,6.5859375,23.416666666666668,21.333333333333332,0.0,90.24662962962964,12.678988174884026,10.205852929025298,4.1985
Imran Tahir,Unsold,0.0,36,bo,1,1,0,1,0,2.0,20.85,22.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.3214285714285716,28,90.29126213592234,10.333333333333334,1.4152542372881356,118,6.704954954954955,17.82634730538922,15.952095808383234,0.0,82.85172340425532,11.512455387118612,10.327674499020269,7.3580000000000005
Kuldeep Yadav,Delhi Capitals,2.0,64,bo,0,1,0,1,0,1.0,20.85,22.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,5.785714285714286,14,85.26315789473684,13.5,1.2142857142857142,56,7.6427969671440605,22.235294117647058,17.455882352941178,0.0,53.04196226415095,15.775759968416894,12.427005920141076,2.385666666666667
Adam Zampa,Unsold,0.0,225,bo,1,1,0,1,0,2.0,20.85,20.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.9565217391304346,23,91.91919191919192,9.1,1.1555555555555554,90,7.590436590436591,23.403846153846153,18.5,0.0,69.31582352941177,15.648015004688965,11.872501464205799,4.6240000000000006
Rahul Chahar,Punjab Kings,5.25,123,bo,0,1,0,1,0,0.75,20.85,20.0,27.35,15.5,18.199999999999996,32.75,47.75,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.764705882352941,17,96.96969696969697,10.666666666666666,1.2040816326530612,49,7.382878645343368,22.16949152542373,18.016949152542374,0.0,42.878,12.337599862554764,7.2439024390243905,3.9875
Yuzvendra Chahal,Rajasthan Royals,6.5,39,bo,0,1,0,1,0,2.0,20.85,20.0,27.35,15.5,18.199999999999996,32.75,42.5,22.75,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,1.2,10,35.294117647058826,2.4,1.0978260869565217,92,7.809384164222873,26.366336633663366,20.257425742574256,0.0,23.55816666666667,14.156284518828452,12.06226090434069,6.076000000000001
Amit Mishra,Unsold,0.0,147,bo,0,1,0,1,0,1.5,20.85,20.0,27.35,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,5.25,16,120.0,12.0,0.9361702127659575,47,7.439024390243902,27.727272727272727,22.363636363636363,0.0,49.865130434782614,48.0,13.569844789356985,4.893999999999998
Rajat Patidar,Unsold,0.0,1943,ba,0,1,1,0,0,0.2,20.85,20.0,27.35,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,32.857142857142854,21,144.9579831932773,36.31578947368421,0.0,0,0.0,0.0,0.0,92.03023529411765,33.874,0.0,0.0,0.23199999999999965
Priyam Garg,Sunrisers Hyderabad,0.2,227,ba,0,0,1,0,0,0.2,20.85,20.0,27.35,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.3,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,17.956521739130434,23,121.11436950146629,20.65,0.0,0,0.0,0.0,0.0,61.24200000000001,97.31955555555557,0.0,0.0,0.31749999999999956
Abhinav Manohar,Gujarat Titans,2.6,3837,ar,0,0,1,1,0,0.2,20.85,20.0,27.35,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.099999999999994,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,31.5,8,149.11242603550298,50.4,0.0,1,8.0,0.0,0.0,33.356,97.29214893617021,0.0,0.0,0.4191666666666673
Ashwin Hebbar,Delhi Capitals,0.2,2149,ba,0,0,1,0,0,0.2,20.85,20.0,24.75,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.099999999999994,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,28.772727272727273,22,129.4478527607362,31.65,0.0,4,12.84,0.0,0.0,53.04245161290323,0.0,30.0,0.0,0.8290000000000013
Anmolpreet Singh,Mumbai Indians,0.2,149,ba,0,0,1,0,0,0.2,20.85,19.8,24.75,15.5,18.199999999999996,32.75,42.5,16.25,15.25,40.099999999999994,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,20.31578947368421,19,119.5046439628483,22.705882352941178,0.0,0,0.0,0.0,0.0,17.868444444444446,0.0,0.0,0.0,0.28099999999999953
Rahul Tripathi,Sunrisers Hyderabad,8.5,194,ba,0,0,1,0,0,0.4,20.85,19.8,24.75,15.5,18.199999999999996,32.55,42.5,16.25,15.25,40.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,21.303571428571427,56,123.62694300518136,24.854166666666668,0.5714285714285714,7,7.615384615384615,24.75,19.5,200.262901179941,112.59609195402298,0.0,0.0,3.6963333333333326
Riyan Parag,Rajasthan Royals,3.8,151,ar,0,0,1,1,0,0.3,20.85,19.8,24.75,15.5,18.199999999999996,32.55,42.5,16.25,15.25,31.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,27.142857142857142,28,126.4559068219634,31.666666666666668,0.5555555555555556,27,7.046511627906977,33.666666666666664,28.666666666666668,27.427555555555553,142.60196296296294,9.551020408163266,0.0,2.8070000000000026
Abhishek Sharma,Sunrisers Hyderabad,6.5,76,ar,0,0,1,1,0,0.2,20.85,19.8,24.75,15.5,18.199999999999996,32.55,42.5,12.45,15.25,31.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,19.413793103448278,29,138.66995073891627,25.59090909090909,0.6363636363636364,11,7.904761904761905,23.714285714285715,18.0,29.225000000000005,111.25165217391304,0.0,33.0,4.606999999999998
Sarfaraz Khan,Delhi Capitals,0.2,190,ar,0,0,1,1,0,0.2,20.85,19.8,24.75,15.5,18.199999999999996,32.55,42.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,17.26923076923077,26,124.37673130193905,22.45,0.0,2,6.75,0.0,0.0,75.67493939393938,141.95597029702972,0.0,54.0,0.6880000000000008
Shahrukh Khan,Punjab Kings,9.0,2333,ar,0,0,1,1,0,0.4,20.85,19.6,24.75,15.5,18.199999999999996,32.55,42.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,22.517241379310345,29,139.2324093816631,27.208333333333332,0.0,3,10.666666666666666,0.0,0.0,248.2135,110.87003703703702,33.42857142857142,0.0,7.380999999999999
