Player Name,Team,Price,pid,role,isoversea,isCap,isbatsman,isbowler,iswicketkeeper,base,Chennai Super Kings purse,Delhi Capitals purse,Gujrat Titans purse,Kolkata Knight Riders purse,Lucknow Super Giants purse,Mumbai Indians purse,Punjab Kings purse,Rajastan Royals purse,Royal Challengers Banglore purse,Sunrisers Hyderabad purse,Chennai Super Kings ba,Delhi Capitals ba,Gujrat Titans ba,Kolkata Knight Riders ba,Lucknow Super Giants ba,Mumbai Indians ba,Punjab Kings ba,Rajastan Royals ba,Royal Challengers Banglore ba,Sunrisers Hyderabad ba,Chennai Super Kings bo,Delhi Capitals bo,Gujrat Titans bo,Kolkata Knight Riders bo,Lucknow Super Giants bo,Mumbai Indians bo,Punjab Kings bo,Rajastan Royals bo,Royal Challengers Banglore bo,Sunrisers Hyderabad bo,Chennai Super Kings ar,Delhi Capitals ar,Gujrat Titans ar,Kolkata Knight Riders ar,Lucknow Super Giants ar,Mumbai Indians ar,Punjab Kings ar,Rajastan Royals ar,Royal Challengers Banglore ar,Sunrisers Hyderabad ar,Chennai Super Kings wk,Delhi Capitals wk,Gujrat Titans wk,Kolkata Knight Riders wk,Lucknow Super Giants wk,Mumbai Indians wk,Punjab Kings wk,Rajastan Royals wk,Royal Challengers Banglore wk,Sunrisers Hyderabad wk,Chennai Super Kings os,Delhi Capitals os,Gujrat Titans os,Kolkata Knight Riders os,Lucknow Super Giants os,Mumbai Indians os,Punjab Kings os,Rajastan Royals os,Royal Challengers Banglore os,Sunrisers Hyderabad os,runs_per_match,matches_bat,strike_rate_bat,average_bat,wickets_per_match,matches_bowl,economy_rate,strike_rate_bowl,average_bowl,bat_powerplay,bat_death,bowl_powerplay,bowl_death,fair
Shivam Mavi,Kolkata Knight Riders,7.25,80,ar,0,0,1,1,0,0.4,20.85,19.6,24.75,15.5,18.199999999999996,32.55,33.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,8,70.58823529411765,4.0,0.7,20,9.015625,41.214285714285715,27.428571428571427,0.0,38.70055172413794,17.38753633236447,15.220335280947962,5.3050000000000015
Rahul Tewatia,Gujarat Titans,9.0,131,ar,0,1,1,1,0,0.4,20.85,19.6,24.75,8.25,18.199999999999996,32.55,33.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,19.022727272727273,44,149.19786096256684,34.875,0.7391304347826086,46,7.224646983311938,27.58823529411765,22.91176470588235,17.962,224.7939481865285,27.0,7.534883720930232,7.1175
Kamlesh Nagarkoti,Delhi Capitals,1.1,70,ar,0,0,1,1,0,0.4,20.85,19.6,15.75,8.25,18.199999999999996,32.55,33.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,7.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.6666666666666665,6,70.96774193548387,7.333333333333333,0.5555555555555556,9,8.884615384615385,46.2,31.2,0.0,37.270947368421055,21.75,21.648160535117057,4.71375
Harpreet Brar,Punjab Kings,3.8,168,ar,0,0,1,1,0,0.2,20.85,18.5,15.75,8.25,18.199999999999996,32.55,33.5,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,7.0,11,114.92537313432835,11.0,1.105263157894737,19,6.945652173913043,20.285714285714285,17.523809523809526,0.0,64.52226315789474,31.0,0.0,0.3011666666666663
Shahbaz Ahmed,Royal Challengers Bangalore,2.4,218,ar,0,0,1,1,0,0.3,20.85,18.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,15.25,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,22.4,20,131.76470588235293,34.46153846153846,1.0357142857142858,28,6.159574468085107,19.96551724137931,19.448275862068964,55.626000000000005,95.2998064516129,12.618556701030927,7.238519839500669,2.0225000000000013
KS Bharat,Delhi Capitals,2.0,2159,wk,0,1,1,0,1,0.2,20.85,18.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,12.85,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,19.894736842105264,19,125.5813953488372,23.625,0.0,0,0.0,0.0,0.0,70.08184210526315,0.0,0.0,0.0,0.3089999999999996
Mohammed Azharuddeen,Unsold,0.0,2421,wk,0,0,1,0,1,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,12.85,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,23.642857142857142,14,170.6185567010309,25.46153846153846,0.0,0,0.0,0.0,0.0,155.0475,90.74766666666667,0.0,0.0,0.6135000000000012
Vishnu Vinod,Sunrisers Hyderabad,0.5,2096,wk,0,0,1,0,1,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,12.85,25.099999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,27.105263157894736,19,134.11458333333331,32.1875,0.0,2,7.578947368421052,0.0,0.0,0.0,63.168727272727274,0.0,0.0,0.39500000000000024
Vishnu Solanki,Unsold,0.0,1893,ba,0,0,1,0,0,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,12.85,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,23.0,25,122.08067940552016,33.8235294117647,0.0,1,9.0,0.0,0.0,32.67342857142857,89.48379069767441,0.0,0.0,0.5250000000000008
Anuj Rawat,Royal Challengers Bangalore,3.4,231,wk,0,0,1,0,1,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,12.85,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,20.875,16,118.02120141342756,30.363636363636363,0.0,0,0.0,0.0,0.0,0.0,84.57666666666668,0.0,0.0,2.4350000000000027
Prabhsimran Singh,Punjab Kings,0.6,2817,wk,0,0,1,0,1,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.7,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,45.8,5,139.6341463414634,76.33333333333333,0.0,0,0.0,0.0,0.0,58.387181818181816,0.0,0.0,0.0,0.515000000000001
N Jagadeesan,Chennai Super Kings,0.2,43,wk,0,0,1,0,1,0.2,20.85,16.5,15.75,8.25,18.199999999999996,32.55,29.099999999999998,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,30.62857142857143,35,130.89133089133088,46.608695652173914,0.0,0,0.0,0.0,0.0,192.17617647058825,166.23658064516133,0.0,0.0,1.9524999999999995
Sheldon Jackson,Kolkata Knight Riders,0.6,1974,wk,0,0,1,0,1,0.3,20.650000000000002,16.5,15.75,8.25,18.199999999999996,32.55,29.099999999999998,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,29.31578947368421,19,136.85503685503687,39.785714285714285,0.0,0,0.0,0.0,0.0,45.296,79.47,0.0,0.0,1.2124999999999988
Jitesh Sharma,Punjab Kings,0.2,2060,wk,0,0,1,0,1,0.2,20.650000000000002,16.5,15.75,7.65,18.199999999999996,32.55,29.099999999999998,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,22.181818181818183,22,127.74869109947645,23.238095238095237,0.0,0,0.0,0.0,0.0,81.70496045197741,0.0,0.0,0.0,0.3780000000000001
Basil Thampi,Mumbai Indians,0.3,73,bo,0,0,0,1,0,0.3,20.650000000000002,16.5,15.75,7.65,18.199999999999996,32.55,28.9,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.5454545454545454,11,111.42857142857143,6.5,0.8846153846153846,26,9.28409090909091,35.52173913043478,22.956521739130434,0.0,16.708,26.490566037735846,18.32409972299169,1.5915833333333338
Kartik Tyagi,Sunrisers Hyderabad,4.0,234,bo,0,0,0,1,0,0.2,20.650000000000002,16.5,15.75,7.65,18.199999999999996,32.25,28.9,12.45,9.45,24.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,1.3333333333333333,3,66.66666666666666,4.0,0.9,10,9.615720524017467,40.77777777777778,25.444444444444443,0.0,23.49866666666667,18.552869150150464,15.507692307692306,2.3150952380952363
Akash Deep,Royal Challengers Bangalore,0.2,2536,bo,0,0,0,1,0,0.2,20.650000000000002,16.5,15.75,7.65,18.199999999999996,32.25,28.9,12.45,9.45,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,5.75,8,109.52380952380953,6.571428571428571,1.1538461538461537,26,6.785578747628083,19.866666666666667,17.566666666666666,0.0,25.736666666666668,12.891447830360903,10.443309499489276,0.23983333333333287
KM Asif,Chennai Super Kings,0.2,4,bo,0,0,0,1,0,0.2,20.650000000000002,16.5,15.75,7.65,18.199999999999996,32.25,28.9,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,0.3333333333333333,3,33.33333333333333,1.0,1.1333333333333333,15,8.0,22.11764705882353,16.58823529411765,0.0,0.0,10.033277870216306,15.26565394590589,0.20299999999999963
Avesh Khan,Lucknow Super Giants,10.0,112,bo,0,1,0,1,0,0.2,20.450000000000003,16.5,15.75,7.65,18.199999999999996,32.25,28.9,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,1.625,8,59.09090909090909,2.6,1.16,25,8.538461538461538,26.79310344827586,18.82758620689655,0.0,35.653999999999996,18.187311178247736,9.152955331628817,0.7452619047619059
Ishan Porel,Punjab Kings,0.25,215,bo,0,0,0,1,0,0.2,20.450000000000003,16.5,15.75,7.65,8.199999999999996,32.25,28.9,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,1,40.0,2.0,1.3888888888888888,18,6.507462686567164,17.44,16.08,0.0,0.0,12.488038277511961,7.933719966859984,0.23507142857142838
Tushar Deshpande,Chennai Super Kings,0.2,206,bo,0,0,0,1,0,0.2,20.450000000000003,16.5,15.75,7.65,8.199999999999996,32.25,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.875,8,129.16666666666669,7.75,1.4583333333333333,24,9.0,21.514285714285716,14.342857142857143,0.0,62.84288235294118,17.406826206355436,18.630405943221017,0.34966666666666674
Ankit Rajpoot,Lucknow Super Giants,0.5,176,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.75,7.65,8.199999999999996,32.25,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.6363636363636362,11,71.42857142857143,8.0,1.2444444444444445,45,8.111475409836066,22.089285714285715,16.339285714285715,0.0,38.8785,17.8205960065554,12.17110098485962,0.83725
Noor Ahmad,Gujarat Titans,0.3,870,bo,1,0,0,1,0,0.3,20.250000000000004,16.5,15.75,7.65,7.699999999999996,32.25,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,0.25,4,50.0,1.0,0.9285714285714286,14,7.97444089456869,32.0,24.076923076923077,0.0,16.708,12.949208992506245,16.66019417475728,2.0630833333333327
Murugan Ashwin,Mumbai Indians,1.6,189,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,32.25,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,9.833333333333334,24,101.72413793103448,18.153846153846153,0.95,60,7.163461538461538,26.140350877192983,21.894736842105264,17.106,103.81920987654321,30.6,10.4,1.5200833333333312
M Siddharth,Unsold,0.0,239,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,30.65,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.5,6,56.75675675675676,5.25,1.6153846153846154,13,5.658536585365853,11.047619047619047,11.714285714285714,0.0,19.456,8.74671669793621,12.966915688367129,0.2108437499999997
KC Cariappa,Rajasthan Royals,0.3,95,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,30.65,28.65,12.45,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.4,5,130.76923076923077,8.5,0.7058823529411765,17,6.467065868263473,30.0,27.833333333333332,0.0,50.86371428571429,37.6875,20.680851063829788,0.3957166666666667
Shreyas Gopal,Sunrisers Hyderabad,0.75,196,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,20.599999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,10.413793103448276,29,116.60231660231659,13.727272727272727,1.2285714285714286,70,7.175792507204612,19.302325581395348,16.13953488372093,36.45533333333333,105.88688349514564,11.136690647482014,11.77570093457944,1.11
Jagadeesha Suchith,Sunrisers Hyderabad,0.2,7,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,19.849999999999994,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,10.166666666666666,18,121.19205298013244,16.636363636363637,0.9444444444444444,36,6.860655737704918,24.61764705882353,21.529411764705884,23.378666666666668,13.916,12.891352549889135,12.436363636363637,0.2798666666666666
R Sai Kishore,Gujarat Titans,3.0,201,bo,0,0,0,1,0,0.2,20.250000000000004,16.5,15.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,19.649999999999995,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,5.25,8,95.45454545454545,7.0,1.0238095238095237,42,5.659760087241003,20.11627906976744,21.325581395348838,0.0,65.40955555555556,10.223415058755258,14.20058749475451,1.9759895833333334
Sandeep Lamichhane,Unsold,0.0,120,bo,0,0,0,1,0,0.4,20.250000000000004,16.5,12.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,19.649999999999995,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,2.4761904761904763,21,80.0,6.5,1.2142857142857142,84,7.106890938686924,21.401960784313726,18.068627450980394,0.0,48.51633333333333,11.708334128878283,15.861940750919452,3.527416666666666
C Hari Nishaanth,Chennai Super Kings,0.2,2334,ba,0,0,1,0,0,0.2,20.250000000000004,16.5,12.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,19.649999999999995,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,26.25925925925926,27,120.57823129251702,32.22727272727273,1.0,4,6.51063829787234,12.75,11.75,196.8939739583333,64.25463157894738,0.0,10.588235294117647,0.25449999999999956
Aiden Markram,Sunrisers Hyderabad,2.6,654,ba,1,1,1,0,0,1.0,20.050000000000004,16.5,12.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,19.649999999999995,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,24.11764705882353,17,122.75449101796407,29.285714285714285,0.8333333333333334,6,6.705882352941177,22.8,20.4,144.80965232358005,56.86266666666666,33.0,0.0,3.266333333333333
Ajinkya Rahane,Kolkata Knight Riders,1.0,187,ba,0,1,1,0,0,1.0,20.050000000000004,16.5,12.45,7.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,17.049999999999994,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,3.0,23.075,40,123.06666666666666,24.289473684210527,0.0,0,0.0,0.0,0.0,345.3421860129776,73.26,0.0,0.0,1.4295000000000004
Dawid Malan,Unsold,0.0,385,ba,1,1,1,0,0,1.5,20.050000000000004,16.5,12.45,6.65,7.699999999999996,30.65,28.65,12.149999999999999,9.25,17.049999999999994,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,3.0,27.5125,80,128.33819241982508,30.15068493150685,0.16666666666666666,12,8.352,87.0,62.5,480.9660193965517,212.8783409090909,0.0,8.808510638297872,6.441000000000002
